pace,shooting,passing,dribbling,defending,physic,player_positions,Role
81.0,60.0,47.0,60.0,22.0,58.0,"RM, CAM",Midfielder
,,,,,,GK,Goalkeeper
68.0,46.0,42.0,51.0,54.0,66.0,LB,Defender
44.0,49.0,56.0,60.0,55.0,61.0,"RB, RM, RW",Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
53.0,55.0,51.0,55.0,28.0,63.0,ST,Forward
58.0,51.0,59.0,58.0,55.0,64.0,"CM, CAM",Midfielder
57.0,46.0,51.0,62.0,50.0,64.0,CM,Midfielder
,,,,,,GK,Goalkeeper
47.0,34.0,46.0,48.0,54.0,73.0,CB,Defender
55.0,57.0,56.0,63.0,29.0,60.0,"ST, CAM",Midfielder
61.0,54.0,55.0,62.0,43.0,59.0,"CM, CAM",Midfielder
69.0,51.0,56.0,60.0,52.0,62.0,"CM, CDM",Midfielder
69.0,58.0,58.0,63.0,45.0,47.0,"CM, LM",Midfielder
,,,,,,GK,Goalkeeper
77.0,39.0,50.0,60.0,55.0,65.0,"CB, RWB, RM",Defender
77.0,44.0,50.0,59.0,40.0,54.0,"LM, RM",Midfielder
78.0,46.0,56.0,60.0,54.0,51.0,CM,Midfielder
63.0,34.0,55.0,56.0,52.0,59.0,"LB, LM",Defender
71.0,38.0,47.0,57.0,56.0,68.0,"CB, CDM, CM",Defender
68.0,50.0,53.0,61.0,29.0,41.0,CAM,Midfielder
74.0,55.0,46.0,58.0,27.0,66.0,ST,Forward
76.0,27.0,47.0,58.0,56.0,63.0,"CB, RB",Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
65.0,52.0,52.0,56.0,57.0,69.0,"CM, CB",Defender
73.0,53.0,57.0,59.0,46.0,66.0,"CM, CDM",Midfielder
69.0,26.0,39.0,48.0,54.0,66.0,RB,Defender
68.0,30.0,44.0,54.0,55.0,54.0,LB,Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
64.0,33.0,50.0,57.0,58.0,63.0,"CDM, CB, RM",Defender
69.0,53.0,55.0,59.0,31.0,50.0,"RM, CAM",Midfielder
65.0,56.0,51.0,58.0,32.0,64.0,"ST, RW",Forward
72.0,40.0,52.0,57.0,52.0,58.0,RB,Defender
38.0,25.0,37.0,40.0,56.0,66.0,"CB, LM",Defender
,,,,,,GK,Goalkeeper
84.0,53.0,41.0,59.0,22.0,41.0,"ST, LM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
85.0,51.0,49.0,59.0,32.0,59.0,RM,Midfielder
66.0,38.0,51.0,55.0,55.0,60.0,"RB, LB",Defender
,,,,,,GK,Goalkeeper
70.0,56.0,49.0,59.0,42.0,61.0,"LM, RM, LW",Midfielder
81.0,53.0,46.0,58.0,28.0,51.0,"RW, CAM",Midfielder
66.0,50.0,49.0,57.0,36.0,38.0,"CAM, ST",Midfielder
67.0,47.0,53.0,52.0,49.0,58.0,"RB, RM",Defender
66.0,22.0,39.0,46.0,56.0,65.0,"CB, RWB, RB",Defender
70.0,42.0,57.0,60.0,50.0,53.0,"LW, LB",Defender
73.0,38.0,51.0,55.0,51.0,62.0,"LB, CB",Defender
71.0,39.0,50.0,51.0,53.0,64.0,LB,Defender
75.0,54.0,49.0,58.0,26.0,67.0,ST,Forward
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
74.0,52.0,52.0,61.0,40.0,52.0,"LM, RM",Midfielder
61.0,28.0,43.0,43.0,55.0,67.0,CB,Defender
62.0,55.0,42.0,54.0,24.0,60.0,ST,Forward
57.0,44.0,54.0,57.0,53.0,59.0,"CDM, CM",Midfielder
73.0,40.0,49.0,55.0,51.0,54.0,"RWB, RB",Defender
68.0,55.0,51.0,62.0,20.0,46.0,"ST, RM",Midfielder
76.0,55.0,38.0,56.0,19.0,66.0,ST,Forward
65.0,50.0,54.0,59.0,53.0,55.0,CM,Midfielder
70.0,50.0,50.0,64.0,27.0,40.0,"LM, CF",Midfielder
67.0,43.0,53.0,60.0,53.0,61.0,"CM, CAM",Midfielder
,,,,,,GK,Goalkeeper
67.0,45.0,60.0,58.0,49.0,60.0,CM,Midfielder
,,,,,,GK,Goalkeeper
70.0,49.0,57.0,61.0,49.0,58.0,CM,Midfielder
71.0,35.0,39.0,46.0,56.0,63.0,"CB, LB",Defender
64.0,54.0,37.0,54.0,24.0,65.0,ST,Forward
70.0,42.0,52.0,54.0,56.0,58.0,"CDM, CM",Midfielder
77.0,27.0,32.0,49.0,52.0,73.0,CB,Defender
73.0,49.0,45.0,55.0,54.0,47.0,LB,Defender
,,,,,,GK,Goalkeeper
58.0,30.0,38.0,45.0,58.0,60.0,CB,Defender
63.0,56.0,50.0,57.0,24.0,57.0,ST,Forward
80.0,45.0,39.0,41.0,54.0,69.0,CB,Defender
88.0,44.0,45.0,63.0,29.0,54.0,RM,Midfielder
69.0,59.0,38.0,54.0,23.0,59.0,"ST, RW, LW",Forward
67.0,47.0,51.0,52.0,52.0,66.0,LWB,Defender
65.0,36.0,50.0,56.0,53.0,58.0,"CDM, CM, RB",Defender
64.0,51.0,56.0,61.0,53.0,53.0,CDM,Midfielder
,,,,,,GK,Goalkeeper
69.0,46.0,56.0,63.0,40.0,42.0,CAM,Midfielder
,,,,,,GK,Goalkeeper
61.0,25.0,38.0,48.0,55.0,64.0,CB,Defender
66.0,44.0,56.0,56.0,51.0,55.0,CDM,Midfielder
62.0,51.0,56.0,59.0,54.0,57.0,"CDM, CM",Midfielder
70.0,47.0,54.0,62.0,24.0,41.0,LM,Midfielder
,,,,,,GK,Goalkeeper
64.0,28.0,37.0,45.0,57.0,66.0,CB,Defender
77.0,51.0,56.0,59.0,41.0,42.0,"CAM, LM, RM",Midfielder
57.0,28.0,40.0,40.0,57.0,61.0,CB,Defender
,,,,,,GK,Goalkeeper
65.0,28.0,35.0,40.0,58.0,63.0,CB,Defender
68.0,59.0,41.0,53.0,30.0,58.0,ST,Forward
71.0,55.0,50.0,64.0,31.0,43.0,"CAM, CM",Midfielder
84.0,56.0,46.0,58.0,20.0,53.0,"ST, LM",Midfielder
66.0,25.0,46.0,55.0,55.0,47.0,RB,Defender
69.0,44.0,54.0,60.0,41.0,50.0,"CAM, LM",Midfielder
78.0,40.0,49.0,55.0,51.0,63.0,LM,Midfielder
76.0,48.0,53.0,62.0,54.0,56.0,"RWB, RW",Defender
75.0,41.0,46.0,52.0,51.0,64.0,LB,Defender
67.0,52.0,55.0,59.0,52.0,53.0,"RB, RM, CM",Defender
73.0,52.0,50.0,57.0,31.0,49.0,"LM, RM, ST",Midfielder
52.0,24.0,45.0,41.0,58.0,60.0,CB,Defender
73.0,31.0,37.0,48.0,56.0,67.0,"LB, CB",Defender
63.0,48.0,55.0,66.0,53.0,52.0,"CDM, CM",Midfielder
76.0,49.0,55.0,62.0,26.0,39.0,"CAM, LM",Midfielder
,,,,,,GK,Goalkeeper
53.0,45.0,52.0,54.0,54.0,62.0,CDM,Midfielder
63.0,26.0,39.0,44.0,58.0,58.0,"CB, CDM",Defender
70.0,25.0,42.0,53.0,53.0,59.0,LB,Defender
71.0,52.0,55.0,59.0,55.0,60.0,CM,Midfielder
63.0,37.0,51.0,57.0,54.0,60.0,CDM,Midfielder
63.0,26.0,34.0,37.0,55.0,68.0,CB,Defender
47.0,49.0,41.0,40.0,55.0,67.0,"CB, ST",Defender
77.0,43.0,51.0,56.0,48.0,51.0,LB,Defender
,,,,,,GK,Goalkeeper
57.0,56.0,56.0,59.0,41.0,51.0,"CAM, CM",Midfielder
64.0,48.0,54.0,56.0,52.0,52.0,"LB, RB",Defender
59.0,29.0,41.0,41.0,57.0,58.0,"CB, LB",Defender
63.0,50.0,54.0,55.0,55.0,65.0,"CB, LB",Defender
77.0,53.0,50.0,60.0,19.0,52.0,"ST, RW, CAM",Midfielder
,,,,,,GK,Goalkeeper
49.0,26.0,32.0,31.0,57.0,68.0,CB,Defender
70.0,35.0,36.0,55.0,57.0,64.0,"CB, LWB, RWB",Defender
63.0,58.0,46.0,55.0,19.0,56.0,ST,Forward
,,,,,,GK,Goalkeeper
63.0,43.0,55.0,57.0,51.0,60.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
62.0,42.0,57.0,58.0,51.0,54.0,"CM, CDM",Midfielder
72.0,44.0,52.0,57.0,40.0,58.0,"RM, CM",Midfielder
75.0,50.0,49.0,60.0,31.0,45.0,"LM, CAM",Midfielder
76.0,46.0,51.0,52.0,51.0,55.0,RWB,Defender
,,,,,,GK,Goalkeeper
75.0,42.0,49.0,60.0,39.0,56.0,"LM, RM, CF",Midfielder
,,,,,,GK,Goalkeeper
68.0,44.0,56.0,57.0,32.0,39.0,"LM, CAM, RM",Midfielder
62.0,24.0,35.0,38.0,59.0,61.0,CB,Defender
66.0,26.0,38.0,47.0,56.0,68.0,CB,Defender
69.0,56.0,40.0,56.0,24.0,62.0,ST,Forward
73.0,36.0,48.0,55.0,56.0,61.0,"CB, RB",Defender
83.0,47.0,55.0,56.0,43.0,44.0,"LM, RM",Midfielder
65.0,36.0,49.0,58.0,57.0,56.0,"CB, LB",Defender
63.0,43.0,52.0,61.0,53.0,55.0,"CDM, CM",Midfielder
70.0,46.0,51.0,57.0,52.0,57.0,LB,Defender
70.0,48.0,50.0,59.0,29.0,58.0,LM,Midfielder
65.0,55.0,39.0,54.0,28.0,65.0,ST,Forward
76.0,56.0,46.0,59.0,22.0,47.0,ST,Forward
52.0,47.0,56.0,59.0,53.0,54.0,"CDM, CM",Midfielder
69.0,53.0,56.0,57.0,39.0,53.0,"ST, RM",Midfielder
61.0,30.0,37.0,41.0,56.0,67.0,CB,Defender
65.0,40.0,55.0,58.0,55.0,57.0,CDM,Midfielder
62.0,46.0,55.0,57.0,55.0,53.0,CM,Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
64.0,58.0,45.0,57.0,25.0,53.0,ST,Forward
,,,,,,GK,Goalkeeper
65.0,57.0,38.0,55.0,19.0,53.0,ST,Forward
63.0,55.0,45.0,54.0,37.0,60.0,"ST, LW",Forward
56.0,49.0,57.0,60.0,53.0,60.0,CM,Midfielder
72.0,31.0,35.0,52.0,57.0,54.0,RB,Defender
49.0,28.0,33.0,35.0,61.0,57.0,CB,Defender
62.0,31.0,39.0,42.0,56.0,69.0,CB,Defender
63.0,54.0,53.0,59.0,34.0,52.0,CAM,Midfielder
73.0,49.0,51.0,62.0,27.0,42.0,LM,Midfielder
64.0,23.0,36.0,41.0,55.0,63.0,CB,Defender
72.0,22.0,39.0,44.0,55.0,67.0,"CB, LWB",Defender
64.0,44.0,56.0,62.0,31.0,45.0,"CAM, LM",Midfielder
72.0,56.0,45.0,59.0,19.0,50.0,CF,Forward
68.0,55.0,53.0,58.0,50.0,63.0,"RB, RM",Defender
67.0,27.0,30.0,38.0,55.0,68.0,CB,Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
70.0,45.0,50.0,57.0,26.0,55.0,LM,Midfielder
73.0,55.0,43.0,62.0,27.0,48.0,"LW, LWB",Defender
63.0,49.0,51.0,54.0,52.0,58.0,CM,Midfielder
58.0,36.0,48.0,49.0,55.0,65.0,"CB, RB",Defender
66.0,50.0,55.0,60.0,40.0,38.0,"CAM, CM, LW",Midfielder
61.0,32.0,40.0,45.0,57.0,60.0,CB,Defender
79.0,52.0,49.0,59.0,19.0,57.0,"RM, LM",Midfielder
70.0,33.0,50.0,54.0,51.0,59.0,LB,Defender
89.0,53.0,46.0,60.0,35.0,47.0,"RM, LM, ST",Midfielder
69.0,34.0,50.0,52.0,54.0,64.0,CDM,Midfielder
75.0,36.0,47.0,55.0,51.0,59.0,RB,Defender
,,,,,,GK,Goalkeeper
69.0,60.0,43.0,57.0,20.0,45.0,ST,Forward
67.0,51.0,50.0,63.0,35.0,44.0,CAM,Midfielder
53.0,32.0,41.0,36.0,58.0,60.0,CB,Defender
54.0,30.0,42.0,45.0,56.0,60.0,CB,Defender
63.0,57.0,33.0,54.0,25.0,55.0,ST,Forward
57.0,29.0,43.0,46.0,57.0,62.0,CB,Defender
65.0,41.0,51.0,54.0,53.0,58.0,CDM,Midfielder
68.0,44.0,58.0,59.0,36.0,54.0,"RW, CM",Midfielder
67.0,54.0,54.0,60.0,41.0,53.0,"LW, LB",Defender
85.0,46.0,54.0,62.0,32.0,46.0,"LW, RW",Forward
64.0,49.0,56.0,58.0,34.0,55.0,"CAM, CM",Midfielder
68.0,55.0,44.0,55.0,35.0,49.0,ST,Forward
,,,,,,GK,Goalkeeper
77.0,51.0,53.0,57.0,42.0,53.0,LW,Forward
58.0,57.0,43.0,56.0,27.0,63.0,ST,Forward
62.0,45.0,55.0,56.0,40.0,50.0,RM,Midfielder
54.0,33.0,40.0,43.0,55.0,66.0,"CB, CDM",Defender
66.0,44.0,55.0,55.0,38.0,56.0,"LM, LW",Midfielder
,,,,,,GK,Goalkeeper
68.0,45.0,53.0,56.0,55.0,62.0,"CDM, CM",Midfielder
63.0,42.0,59.0,62.0,31.0,46.0,"CAM, CM",Midfielder
62.0,45.0,57.0,58.0,49.0,54.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
78.0,54.0,55.0,54.0,36.0,55.0,"LW, LM, RM",Midfielder
57.0,57.0,42.0,57.0,18.0,51.0,ST,Forward
65.0,35.0,53.0,53.0,55.0,56.0,"CDM, CB",Defender
,,,,,,GK,Goalkeeper
66.0,34.0,37.0,40.0,55.0,73.0,"CB, RB, LB",Defender
71.0,48.0,53.0,58.0,29.0,41.0,CAM,Midfielder
69.0,51.0,47.0,62.0,25.0,38.0,RW,Forward
61.0,26.0,38.0,41.0,57.0,66.0,CB,Defender
,,,,,,GK,Goalkeeper
58.0,50.0,52.0,57.0,33.0,43.0,CAM,Midfielder
72.0,52.0,55.0,57.0,33.0,48.0,CAM,Midfielder
51.0,55.0,44.0,57.0,28.0,59.0,"ST, LW",Forward
67.0,56.0,42.0,55.0,19.0,66.0,ST,Forward
,,,,,,GK,Goalkeeper
72.0,51.0,49.0,59.0,34.0,50.0,"RW, RM",Midfielder
85.0,48.0,49.0,60.0,28.0,48.0,"RM, ST",Midfielder
65.0,44.0,57.0,57.0,43.0,41.0,"CAM, CM",Midfielder
65.0,39.0,55.0,56.0,56.0,66.0,"CB, CM",Defender
57.0,58.0,59.0,60.0,48.0,50.0,"ST, CAM",Midfielder
,,,,,,GK,Goalkeeper
73.0,55.0,50.0,58.0,41.0,54.0,"LW, ST",Forward
60.0,34.0,45.0,46.0,56.0,69.0,"CDM, CB",Defender
66.0,28.0,41.0,41.0,58.0,64.0,CB,Defender
55.0,35.0,47.0,51.0,56.0,60.0,"CB, CDM",Defender
,,,,,,GK,Goalkeeper
71.0,50.0,52.0,56.0,25.0,51.0,LM,Midfielder
61.0,30.0,36.0,36.0,58.0,59.0,CB,Defender
67.0,47.0,57.0,58.0,46.0,57.0,"CM, CAM",Midfielder
,,,,,,GK,Goalkeeper
77.0,58.0,43.0,60.0,19.0,48.0,ST,Forward
54.0,27.0,41.0,37.0,56.0,68.0,CB,Defender
83.0,53.0,48.0,58.0,26.0,56.0,RW,Forward
73.0,44.0,52.0,58.0,52.0,41.0,RB,Defender
64.0,27.0,30.0,34.0,58.0,63.0,CB,Defender
80.0,52.0,45.0,61.0,23.0,42.0,RW,Forward
67.0,27.0,41.0,47.0,56.0,66.0,"CB, RB",Defender
67.0,53.0,60.0,58.0,33.0,57.0,"CAM, RM, LM",Midfielder
83.0,23.0,43.0,58.0,50.0,61.0,"LB, LWB",Defender
72.0,58.0,55.0,66.0,18.0,46.0,"ST, CF",Forward
64.0,48.0,56.0,62.0,54.0,45.0,"CDM, CM",Midfielder
71.0,46.0,53.0,58.0,27.0,58.0,RM,Midfielder
,,,,,,GK,Goalkeeper
80.0,45.0,48.0,55.0,24.0,49.0,RM,Midfielder
65.0,45.0,59.0,59.0,50.0,52.0,CM,Midfielder
,,,,,,GK,Goalkeeper
78.0,34.0,45.0,49.0,52.0,58.0,LB,Defender
63.0,29.0,49.0,47.0,59.0,50.0,"CB, LB",Defender
63.0,45.0,53.0,57.0,53.0,61.0,"CDM, LB",Defender
79.0,25.0,45.0,52.0,55.0,61.0,"CB, LB",Defender
,,,,,,GK,Goalkeeper
68.0,47.0,54.0,59.0,54.0,50.0,"CM, CDM",Midfielder
67.0,47.0,55.0,60.0,48.0,56.0,"CM, ST",Midfielder
63.0,30.0,43.0,54.0,54.0,63.0,"LB, RB",Defender
86.0,54.0,47.0,59.0,17.0,61.0,"ST, RW, LW",Forward
69.0,29.0,33.0,38.0,59.0,58.0,CB,Defender
62.0,55.0,44.0,55.0,23.0,60.0,ST,Forward
59.0,35.0,54.0,53.0,54.0,56.0,CDM,Midfielder
64.0,27.0,46.0,50.0,52.0,52.0,"LB, RB",Defender
77.0,43.0,43.0,64.0,26.0,58.0,"LM, CF",Midfielder
60.0,38.0,44.0,49.0,56.0,66.0,"CB, CM",Defender
72.0,54.0,49.0,58.0,30.0,66.0,"RM, ST",Midfielder
80.0,26.0,41.0,54.0,49.0,59.0,"RB, LB",Defender
70.0,25.0,47.0,52.0,50.0,66.0,RB,Defender
72.0,46.0,49.0,59.0,53.0,57.0,"LB, CDM",Defender
73.0,37.0,47.0,53.0,52.0,63.0,LB,Defender
70.0,48.0,54.0,57.0,50.0,66.0,"CDM, CM",Midfielder
70.0,55.0,41.0,61.0,22.0,61.0,ST,Forward
,,,,,,GK,Goalkeeper
70.0,58.0,38.0,56.0,20.0,52.0,ST,Forward
67.0,49.0,51.0,53.0,51.0,53.0,CM,Midfielder
67.0,46.0,58.0,64.0,48.0,48.0,CM,Midfielder
61.0,33.0,41.0,46.0,57.0,62.0,CB,Defender
64.0,43.0,57.0,53.0,37.0,58.0,"RM, CAM",Midfielder
77.0,40.0,52.0,62.0,50.0,48.0,"RM, RB",Defender
57.0,27.0,37.0,35.0,57.0,64.0,CB,Defender
69.0,45.0,53.0,57.0,25.0,52.0,LM,Midfielder
51.0,26.0,34.0,43.0,58.0,60.0,CB,Defender
67.0,25.0,43.0,49.0,56.0,49.0,"LB, CB",Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
64.0,60.0,39.0,55.0,19.0,56.0,"ST, RW",Forward
77.0,49.0,52.0,63.0,35.0,51.0,"CAM, RM",Midfielder
64.0,54.0,56.0,62.0,32.0,42.0,RW,Forward
64.0,40.0,54.0,58.0,56.0,55.0,CM,Midfielder
60.0,51.0,54.0,56.0,38.0,52.0,"CF, RW, LW",Forward
85.0,52.0,44.0,59.0,34.0,53.0,"LW, RM",Midfielder
62.0,25.0,39.0,48.0,55.0,70.0,CB,Defender
,,,,,,GK,Goalkeeper
64.0,52.0,52.0,64.0,33.0,40.0,LM,Midfielder
71.0,61.0,46.0,55.0,23.0,48.0,ST,Forward
80.0,53.0,40.0,66.0,26.0,53.0,"LW, RW",Forward
67.0,54.0,49.0,64.0,23.0,44.0,"LW, CAM",Midfielder
69.0,46.0,55.0,61.0,33.0,51.0,RW,Forward
80.0,61.0,34.0,56.0,19.0,44.0,ST,Forward
83.0,49.0,47.0,60.0,25.0,40.0,LW,Forward
65.0,25.0,40.0,49.0,56.0,64.0,CB,Defender
71.0,52.0,50.0,58.0,28.0,55.0,LM,Midfielder
74.0,50.0,53.0,58.0,24.0,51.0,"RM, RW",Midfielder
60.0,46.0,58.0,62.0,37.0,43.0,"LM, LW, CAM",Midfielder
73.0,55.0,53.0,56.0,30.0,49.0,RM,Midfielder
72.0,34.0,39.0,44.0,55.0,66.0,CB,Defender
73.0,25.0,43.0,52.0,50.0,54.0,RB,Defender
68.0,49.0,59.0,59.0,35.0,47.0,"CAM, RM",Midfielder
54.0,25.0,35.0,32.0,58.0,64.0,CB,Defender
,,,,,,GK,Goalkeeper
64.0,33.0,51.0,54.0,55.0,57.0,"CDM, RB",Defender
49.0,29.0,40.0,44.0,54.0,69.0,CB,Defender
64.0,39.0,49.0,53.0,53.0,59.0,LB,Defender
79.0,51.0,50.0,62.0,23.0,46.0,"RM, LM",Midfielder
73.0,49.0,46.0,52.0,55.0,65.0,"CB, RB",Defender
61.0,25.0,46.0,49.0,57.0,61.0,"LB, CB",Defender
68.0,33.0,48.0,51.0,54.0,55.0,"LB, CDM",Defender
63.0,50.0,53.0,56.0,40.0,50.0,"CAM, CM",Midfielder
67.0,53.0,43.0,57.0,24.0,51.0,ST,Forward
59.0,27.0,41.0,36.0,56.0,69.0,CB,Defender
59.0,25.0,37.0,40.0,58.0,55.0,CB,Defender
54.0,41.0,47.0,47.0,55.0,62.0,CB,Defender
68.0,50.0,53.0,58.0,24.0,47.0,"RW, LW",Forward
65.0,58.0,42.0,56.0,24.0,49.0,ST,Forward
66.0,54.0,55.0,66.0,43.0,54.0,"CM, CDM, CAM",Midfielder
59.0,23.0,37.0,37.0,58.0,61.0,CB,Defender
59.0,25.0,40.0,42.0,55.0,68.0,CB,Defender
64.0,27.0,45.0,52.0,54.0,58.0,LB,Defender
63.0,31.0,44.0,43.0,56.0,60.0,"CB, RB",Defender
68.0,52.0,50.0,60.0,26.0,59.0,"RM, ST",Midfielder
60.0,39.0,47.0,39.0,58.0,59.0,CB,Defender
56.0,58.0,46.0,58.0,22.0,44.0,ST,Forward
65.0,25.0,44.0,51.0,56.0,51.0,RB,Defender
61.0,49.0,56.0,59.0,52.0,60.0,CM,Midfielder
70.0,55.0,42.0,57.0,18.0,54.0,ST,Forward
62.0,34.0,51.0,58.0,53.0,57.0,LB,Defender
71.0,36.0,50.0,56.0,52.0,64.0,RB,Defender
73.0,30.0,35.0,46.0,56.0,62.0,CB,Defender
53.0,33.0,45.0,43.0,55.0,67.0,CB,Defender
71.0,53.0,56.0,60.0,46.0,56.0,"CM, CAM",Midfielder
59.0,45.0,58.0,60.0,37.0,46.0,CAM,Midfielder
68.0,57.0,51.0,59.0,31.0,42.0,LM,Midfielder
,,,,,,GK,Goalkeeper
58.0,22.0,28.0,37.0,61.0,58.0,CB,Defender
74.0,49.0,53.0,66.0,41.0,49.0,"CAM, CM",Midfielder
66.0,26.0,48.0,49.0,52.0,65.0,RB,Defender
39.0,57.0,37.0,47.0,32.0,74.0,ST,Forward
,,,,,,GK,Goalkeeper
77.0,55.0,56.0,61.0,53.0,57.0,"CM, LM, RM",Midfielder
61.0,23.0,43.0,45.0,57.0,59.0,"CB, RB",Defender
70.0,59.0,49.0,56.0,24.0,56.0,CF,Forward
56.0,26.0,30.0,35.0,61.0,55.0,"CB, LB",Defender
65.0,25.0,42.0,51.0,58.0,62.0,"CB, RB",Defender
67.0,33.0,51.0,56.0,51.0,50.0,"RB, RM",Defender
,,,,,,GK,Goalkeeper
68.0,52.0,51.0,58.0,31.0,55.0,RM,Midfielder
,,,,,,GK,Goalkeeper
73.0,37.0,50.0,57.0,51.0,56.0,"LB, RB",Defender
55.0,41.0,48.0,49.0,58.0,66.0,CDM,Midfielder
62.0,52.0,58.0,53.0,36.0,51.0,"CAM, CM",Midfielder
64.0,30.0,42.0,49.0,54.0,64.0,LB,Defender
59.0,45.0,46.0,52.0,59.0,64.0,"CDM, CB",Defender
58.0,26.0,37.0,37.0,58.0,59.0,CB,Defender
61.0,23.0,35.0,34.0,58.0,64.0,CB,Defender
68.0,37.0,50.0,57.0,56.0,52.0,"CDM, CM",Midfielder
54.0,58.0,44.0,51.0,25.0,68.0,"ST, LW, RW",Forward
72.0,54.0,51.0,59.0,30.0,60.0,"ST, LM",Midfielder
65.0,43.0,58.0,65.0,43.0,45.0,CM,Midfielder
,,,,,,GK,Goalkeeper
62.0,31.0,39.0,58.0,56.0,51.0,RB,Defender
56.0,21.0,34.0,35.0,59.0,56.0,CB,Defender
82.0,31.0,43.0,49.0,49.0,53.0,"LB, LWB",Defender
55.0,51.0,57.0,62.0,38.0,45.0,CAM,Midfielder
57.0,31.0,37.0,39.0,58.0,59.0,CB,Defender
,,,,,,GK,Goalkeeper
80.0,55.0,45.0,60.0,17.0,60.0,ST,Forward
69.0,59.0,37.0,61.0,19.0,41.0,ST,Forward
77.0,41.0,42.0,55.0,52.0,67.0,"RWB, RM",Defender
63.0,49.0,54.0,57.0,51.0,59.0,CM,Midfielder
55.0,21.0,29.0,35.0,56.0,61.0,CB,Defender
62.0,25.0,36.0,38.0,56.0,63.0,CB,Defender
74.0,54.0,37.0,54.0,18.0,65.0,ST,Forward
72.0,31.0,38.0,48.0,59.0,51.0,"CB, RB",Defender
67.0,45.0,56.0,59.0,52.0,58.0,CM,Midfielder
81.0,48.0,48.0,64.0,24.0,43.0,"RM, LM",Midfielder
75.0,51.0,50.0,60.0,24.0,49.0,RW,Forward
,,,,,,GK,Goalkeeper
61.0,47.0,56.0,59.0,53.0,48.0,CDM,Midfielder
,,,,,,GK,Goalkeeper
57.0,27.0,42.0,47.0,56.0,63.0,CB,Defender
71.0,58.0,45.0,60.0,24.0,45.0,ST,Forward
64.0,55.0,45.0,58.0,20.0,53.0,ST,Forward
,,,,,,GK,Goalkeeper
69.0,25.0,44.0,33.0,57.0,66.0,CB,Defender
,,,,,,GK,Goalkeeper
75.0,32.0,46.0,54.0,52.0,51.0,"RWB, RB",Defender
63.0,54.0,50.0,59.0,49.0,69.0,CM,Midfielder
64.0,56.0,43.0,56.0,35.0,61.0,ST,Forward
69.0,28.0,37.0,39.0,56.0,71.0,"CB, RB, CDM",Defender
72.0,56.0,54.0,62.0,40.0,54.0,ST,Forward
72.0,28.0,45.0,50.0,51.0,56.0,LWB,Defender
,,,,,,GK,Goalkeeper
74.0,55.0,44.0,60.0,21.0,53.0,"ST, CF",Forward
64.0,29.0,40.0,46.0,54.0,73.0,"CB, RB",Defender
63.0,38.0,56.0,55.0,53.0,46.0,"CDM, CM",Midfielder
73.0,57.0,45.0,57.0,20.0,58.0,ST,Forward
71.0,33.0,49.0,52.0,49.0,57.0,RB,Defender
69.0,33.0,46.0,51.0,52.0,52.0,"RB, CB",Defender
53.0,29.0,34.0,32.0,55.0,69.0,CB,Defender
74.0,57.0,48.0,59.0,20.0,43.0,ST,Forward
68.0,57.0,42.0,53.0,20.0,47.0,ST,Forward
64.0,46.0,56.0,59.0,51.0,53.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
66.0,38.0,58.0,63.0,40.0,49.0,"CAM, RM",Midfielder
66.0,50.0,52.0,60.0,29.0,44.0,LM,Midfielder
61.0,28.0,35.0,42.0,58.0,61.0,CB,Defender
65.0,26.0,47.0,48.0,57.0,61.0,"LB, CB",Defender
63.0,49.0,54.0,57.0,57.0,61.0,"CM, CDM",Midfielder
68.0,46.0,55.0,55.0,53.0,57.0,"CDM, CM, RB",Defender
65.0,56.0,46.0,57.0,21.0,50.0,ST,Forward
61.0,27.0,41.0,44.0,56.0,66.0,"CB, CDM",Defender
70.0,53.0,53.0,57.0,39.0,56.0,"RW, ST",Forward
70.0,52.0,55.0,58.0,50.0,56.0,"RW, RM",Midfielder
61.0,33.0,47.0,47.0,56.0,61.0,CB,Defender
67.0,51.0,56.0,57.0,52.0,58.0,CM,Midfielder
,,,,,,GK,Goalkeeper
62.0,26.0,43.0,33.0,58.0,61.0,CB,Defender
69.0,56.0,53.0,59.0,40.0,55.0,"RW, RM",Midfielder
64.0,59.0,48.0,59.0,36.0,49.0,"ST, CAM",Midfielder
69.0,43.0,45.0,56.0,54.0,57.0,LB,Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
40.0,57.0,62.0,55.0,44.0,51.0,"CM, RW, RM",Midfielder
,,,,,,GK,Goalkeeper
72.0,54.0,54.0,60.0,28.0,61.0,"ST, CAM",Midfielder
